
0	2.6806135368724606e+39	2572180692935.205	8380843302066.371	-166431.24407477456	-693119.2031580174
1	9.83820841834441e+39	7223345362412.115	6466376319406.131	-512874.1442225657	733580.7511973586
2	2.1243815442778526e+39	-99817039760.93945	-9398911337330.672	596529.1986834756	218382.09634670801
3	3.4015524527482335e+39	-8945194199264.285	5413453614661.961	379360.80170727824	-336292.38438132196
4	8.871208318715233e+39	2669987227520.1406	-573053523453.4727	-129792.68023560557	-640087.2150826338
5	6.928319268717098e+39	-3369004936413.593	-4993800138139.239	-435176.98179627024	928976.7973030247
6	7.95205163040762e+39	-3694391485075.0146	6887860020811.889	739767.2684687595	106245.91162342927
7	9.657898970949731e+39	1601689867598.6094	-1369210676774.8037	-143330.27612231346	220499.0567704565
8	5.081422039323328e+39	9773005217133.559	-9551050523598.826	-795755.4271800849	-671173.1266503362
9	3.1113128053955054e+38	-4037366677031.289	-6070199086833.498	867832.4042026983	307310.2825332389
10	1.23953928886833e+39	2636928956055.6777	-2984559910009.923	-560593.6371517973	998775.0739516632
11	3.2857252665545514e+39	6265854079736.576	5421302105311.98	793463.8102852781	896918.1673143248
12	5.1999839205006095e+39	-126380104224.42383	-8918372933147.53	-986680.6376557496	583775.957027596
13	5.780681892021766e+39	-2678363886640.3643	-7134173289760.25	358197.18692332087	-43261.204897373915
14	4.1044625199015274e+39	5442813886685.305	-8673797612084.446	-774662.5642844534	614162.8301973711
15	8.638570485300804e+39	1376020114007.5918	-2191943143330.9678	991850.6121335123	-562055.7464929994
16	9.559055394560612e+39	8985152555661.086	-6920543917219.457	-680893.159335575	605146.9308697826
17	3.7042778658469014e+39	7490720770490.186	6152903412034.588	63724.617923130514	673081.6174952036
18	6.977912859240062e+39	1478776352794.0938	-8038534401360.518	653921.426901605	166867.77086228295
19	1.0073138236687529e+39	4939283357447.455	1763377664958.5586	-274288.0893998607	178293.81517847953
20	5.75536578048221e+39	-9794123839148.947	2423715918625.7637	-791205.3663175846	535631.6792353985
21	3.433472001407581e+39	8287193556727.922	-7299585273544.447	548972.8010607217	907878.4934007796
22	6.91781557626292e+39	-8788050287005.756	-4801654209165.04	226201.27260712278	883851.6599805129
23	6.761946549249798e+39	3384133928847.9414	-7734296751671.656	-861762.7611870773	778801.9146211739
24	9.054940593820546e+39	3992395653874.8535	4080764915673.961	-496094.8026562251	-93669.4561640647
25	2.1344283440627744e+39	-2721231447470.9756	-4079830734402.754	-762274.4109469393	-237949.01770773786
26	5.48082103643514e+39	-7838245933298.9795	3926947778022.865	727354.3256356928	712404.6247195639
27	4.3393682473078114e+39	-4726560634376.394	-3411819919400.3184	834550.1746476919	-542747.043451844
28	2.566867520937758e+39	-8825149091962.727	2084762652891.2617	602574.2198722367	-101111.79176398704
29	4.932987244908341e+39	9995819336558.168	-1044121756994.0449	252991.29072927358	283979.5180181721
30	4.4108054388307194e+39	9945168552231.668	6559068966453.76	969457.6947854131	519644.79270526464
31	7.461107175984115e+39	3425356700376.3984	-6598614968225.906	625871.3966698863	933587.4031152243
32	5.180007107672907e+39	-2758685892050.259	1892109055925.9648	150026.5123161627	246878.34683046723
33	4.694850844725751e+38	3501162800720.2363	-840989887438.3262	413330.1485878264	-740131.2157315793
34	9.716004357598657e+39	-1486584286607.6953	-8143659532353.514	-372216.01749285974	-25141.01391599758
35	7.562409209226876e+39	-4216601281970.5225	44097822518.50195	948994.9305265753	462317.9302529625
36	7.555039942261754e+38	-2189183131435.2021	5371117934760.4375	-735087.5913188583	-658069.2223188346
37	3.542683498026613e+39	5021476544966.623	6661163843386.66	177608.77043831232	813810.8645081234
38	4.86710020293909e+38	6503951792365.527	6928273344955.154	-319829.0476399044	335172.68274275935
39	8.951685475268463e+39	167667129599.70898	-7775258920673.545	352801.4367025199	499545.1958124456
40	2.1555260537500545e+39	-7010152731334.789	674979003905.5664	416961.2605903479	-622836.2000292256
41	4.665840862542363e+39	-7185379146422.129	1918721299753.6191	-640586.251860813	123283.82574464707
42	6.43351211744367e+39	2956878727373.3574	2097850417128.0098	-4404.143681797897	618103.5066665679
43	8.561455252581226e+39	-8269384564806.637	-9348147602924.896	-903058.5052627616	-448873.8777906889
44	7.007664621085075e+39	8826198856278.887	-3099675968684.0146	267532.4095402446	944739.6607614881
45	4.154682796933418e+39	-465019787602.3262	4409146189557.516	-818730.9235565639	-140570.17742003454
