id	mass	x	y	vel_x	vel_y
0	3.22973e+39	-2.85089e+15	-6.22461e+15	-1.62157e+10	-3.52554e+10	
1	3.08738e+39	3.44053e+16	-1.10968e+16	1.94996e+11	-6.29569e+10	
2	7.08052e+38	-6.03236e+15	2.29182e+15	-3.42508e+10	1.30775e+10	
3	8.39068e+39	-1.11938e+15	3.48362e+15	-6.35234e+09	1.97948e+10	
4	3.25971e+39	9.13442e+13	-2.60942e+15	5.62289e+08	-1.48133e+10	
5	4.54266e+39	7.43858e+15	1.02615e+14	4.2215e+10	5.30034e+08	
6	2.12851e+38	2.34695e+14	-2.92546e+15	1.35472e+09	-1.66275e+10	
7	5.57102e+38	8.71375e+14	1.86189e+15	4.97275e+09	1.06508e+10	
8	2.0595e+39	-5.22878e+15	-3.89122e+15	-2.9637e+10	-2.20602e+10	
9	7.35909e+39	2.25907e+14	3.25068e+15	1.24587e+09	1.83723e+10	
10	1.09155e+38	-9.79789e+15	1.26401e+16	-5.55343e+10	7.16088e+10	
11	3.79354e+39	-1.56062e+14	7.33045e+14	-9.29334e+08	4.14382e+09	
12	6.15709e+39	1.66549e+15	-3.22805e+15	9.46269e+09	-1.82874e+10	
13	9.22847e+39	-2.81188e+15	1.65497e+15	-1.60666e+10	9.2619e+09	
14	1.52556e+39	-9.15874e+15	-1.24929e+16	-5.19291e+10	-7.08286e+10	
15	9.84875e+39	-1.38439e+16	1.36509e+16	-7.84724e+10	7.74315e+10	
16	1.58203e+39	-7.2512e+14	-2.01852e+15	-4.12603e+09	-1.14699e+10	
17	3.85212e+39	-9.3793e+14	-9.91006e+14	-5.36428e+09	-5.65504e+09	
18	3.48893e+39	3.54169e+15	-2.76949e+15	2.00414e+10	-1.56767e+10	
19	7.59526e+39	2.12409e+17	1.60176e+17	1.20414e+12	9.08082e+11	
20	8.52418e+39	-6.49305e+15	1.14889e+16	-3.67711e+10	6.51573e+10	
21	1.87898e+39	4.36708e+14	-2.40232e+15	2.50448e+09	-1.36802e+10	
22	7.58034e+39	6.24114e+15	9.05705e+15	3.53873e+10	5.13974e+10	
23	8.83555e+39	-7.83446e+14	1.59281e+15	-4.45486e+09	9.03126e+09	
24	6.14758e+39	2.17698e+15	1.92463e+15	1.22622e+10	1.11075e+10	
25	2.65023e+39	-2.1174e+15	9.63187e+14	-1.1998e+10	5.44355e+09	
26	5.52901e+39	-1.73746e+15	1.42974e+16	-9.85496e+09	8.10247e+10	
27	7.83972e+39	-1.40803e+15	3.85855e+14	-7.9924e+09	2.18987e+09	
28	5.93772e+39	-3.82659e+15	-3.71106e+15	-2.17279e+10	-2.10873e+10	
29	7.31589e+39	-2.61581e+13	-4.78439e+15	-2.05631e+08	-2.7148e+10	
30	6.59086e+39	3.0974e+15	7.52601e+15	1.75313e+10	4.26264e+10	
31	4.37072e+39	2.68362e+15	-8.93714e+15	1.52079e+10	-5.06928e+10	
32	6.45248e+39	2.46346e+15	1.80353e+15	1.39569e+10	1.02588e+10	
33	2.77548e+39	4.08254e+14	2.31406e+15	2.33448e+09	1.31613e+10	
34	5.23859e+39	-1.23582e+15	1.92056e+16	-6.97973e+09	1.08899e+11	
35	1.34132e+38	-1.49412e+15	-2.35546e+14	-8.50109e+09	-1.31022e+09	
36	2.4248e+39	7.61738e+14	-2.33868e+15	4.31285e+09	-1.32963e+10	
37	4.35993e+39	6.18306e+15	-8.45152e+15	3.50162e+10	-4.79134e+10	
