id	mass	x	y	vel_x	vel_y
0	2.92014e+39	5.49728e+15	8.47483e+15	3.119e+10	4.80619e+10	
1	8.14225e+39	1.71325e+17	2.68122e+16	9.71222e+11	1.52032e+11	
2	5.59518e+38	2.95095e+16	4.66893e+16	1.67261e+11	2.64672e+11	
3	2.5884e+38	8.03374e+15	2.86599e+16	4.55336e+10	1.62523e+11	
4	9.8475e+39	1.64636e+17	5.76603e+16	9.33342e+11	3.2689e+11	
5	5.72943e+39	-3.5119e+15	2.34238e+16	-1.99304e+10	1.32834e+11	
6	9.2636e+38	-2.47449e+16	6.42234e+15	-1.40307e+11	3.63761e+10	
7	1.68564e+39	-1.31505e+16	-3.76713e+16	-7.45205e+10	-2.13608e+11	
8	1.04978e+39	5.6966e+17	5.69132e+17	3.2294e+12	3.22638e+12	
9	1.22251e+39	3.04693e+17	2.06873e+17	1.7273e+12	1.17278e+12	
10	9.95624e+39	-1.16705e+16	-7.33744e+15	-6.61167e+10	-4.15737e+10	
11	9.03987e+39	-1.42175e+17	-2.90297e+16	-8.05978e+11	-1.64542e+11	
12	5.59146e+39	1.86807e+16	2.35985e+16	1.0588e+11	1.33813e+11	
13	3.06184e+39	-2.64758e+16	2.67939e+15	-1.50113e+11	1.51776e+10	
14	6.87086e+39	-4.93148e+16	4.97708e+16	-2.7955e+11	2.82142e+11	
15	3.94803e+38	-4.60533e+16	1.27867e+17	-2.61094e+11	7.24925e+11	
16	7.15605e+39	-3.01573e+16	-3.87849e+16	-1.71013e+11	-2.19874e+11	
17	5.84798e+39	-1.71696e+16	2.05533e+16	-9.72856e+10	1.16488e+11	
18	8.35035e+39	-1.7369e+16	3.06734e+15	-9.85037e+10	1.74175e+10	
19	3.55026e+39	1.4773e+17	-2.30833e+17	8.37514e+11	-1.30863e+12	
20	8.35636e+39	3.09828e+15	-1.30048e+16	1.75566e+10	-7.36689e+10	
21	4.4571e+39	3.95797e+16	-5.98323e+15	2.24408e+11	-3.39138e+10	
22	8.27524e+39	-3.78711e+16	-2.46842e+16	-2.14637e+11	-1.39944e+11	
23	6.8316e+39	-2.52819e+16	2.17005e+16	-1.43315e+11	1.23012e+11	
24	3.51486e+39	-3.55623e+17	3.79241e+17	-2.01602e+12	2.14987e+12	
25	9.77466e+39	-1.83705e+16	-1.29693e+16	-1.04185e+11	-7.35534e+10	
26	7.51147e+39	2.58814e+16	-3.57376e+16	1.46774e+11	-2.02633e+11	
27	5.40654e+37	2.66178e+17	-3.10272e+17	1.50899e+12	-1.75894e+12	
28	7.75089e+39	-2.6124e+16	-1.18702e+16	-1.48141e+11	-6.73399e+10	
29	6.96109e+39	-5.05463e+15	-3.71269e+16	-2.86021e+10	-2.1044e+11	
30	9.85867e+39	8.10917e+14	2.33752e+15	4.58197e+09	1.32466e+10	
31	6.09935e+39	-1.12944e+16	7.32238e+16	-6.40303e+10	4.15096e+11	
32	3.64989e+39	1.92757e+16	6.84869e+15	1.09311e+11	3.88579e+10	
33	5.33695e+39	-4.47842e+16	1.24784e+16	-2.53934e+11	7.07906e+10	
34	8.01428e+39	4.66092e+15	-6.75702e+14	2.63863e+10	-3.79161e+09	
35	8.72528e+39	1.50372e+16	-8.7959e+15	8.52758e+10	-4.9894e+10	
36	6.69169e+38	9.84628e+15	-1.8004e+16	5.58448e+10	-1.02048e+11	
37	1.92863e+39	1.04468e+18	1.27258e+18	5.92226e+12	7.21414e+12	
38	7.32927e+39	-1.13684e+16	-3.54798e+14	-6.44628e+10	-1.98162e+09	
39	3.35962e+39	3.76409e+16	-2.83143e+16	2.13428e+11	-1.60549e+11	
40	8.81546e+39	7.11342e+15	4.43754e+15	4.03579e+10	2.51752e+10	
41	3.77536e+39	1.7882e+16	-2.40624e+16	1.01363e+11	-1.36367e+11	
42	2.25769e+39	2.27214e+16	-2.04872e+16	1.28845e+11	-1.16175e+11	
43	6.87179e+39	-3.30315e+16	-1.79767e+16	-1.87244e+11	-1.01933e+11	
44	7.14577e+39	-8.30387e+15	1.10606e+16	-4.70855e+10	6.26862e+10	
45	8.63398e+38	-8.51488e+16	4.28963e+15	-4.82752e+11	2.42908e+10	
46	2.98765e+38	1.73044e+16	1.34097e+16	9.81321e+10	7.6012e+10	
47	8.08413e+39	1.2823e+16	-3.80349e+15	7.2736e+10	-2.15345e+10	
48	1.8712e+38	1.34005e+16	-4.53754e+15	7.59698e+10	-2.56841e+10	
49	5.63299e+38	1.03735e+16	-3.27472e+17	5.87721e+10	-1.85638e+12	
50	9.9798e+39	6.78021e+15	-1.83576e+16	3.84535e+10	-1.04086e+11	
51	2.59279e+39	-5.87341e+17	-5.90391e+17	-3.32959e+12	-3.34686e+12	
52	3.05154e+39	-1.03831e+17	5.47424e+17	-5.88602e+11	3.10333e+12	
53	5.79102e+39	-1.87214e+16	-3.22347e+15	-1.0614e+11	-1.83032e+10	
54	5.78247e+39	5.62882e+15	8.67462e+15	3.19387e+10	4.91699e+10	
