id	mass	x	y	vel_x	vel_y
0	1.3825e+39	6.68809e+13	-9.00121e+13	4.42227e+08	-5.74036e+08	
1	4.5782e+39	1.03533e+14	2.08907e+13	6.65401e+08	1.75465e+08	
2	8.99292e+39	2.05845e+14	-5.20161e+13	1.29683e+09	-3.01205e+08	
3	4.1098e+39	4.86569e+12	2.28511e+14	4.95339e+06	1.28488e+09	
4	7.41547e+39	-1.47e+15	-1.1318e+15	-8.36441e+09	-6.45147e+09	
5	4.2178e+39	2.82258e+15	1.97569e+15	1.59705e+10	1.1165e+10	
6	6.56019e+39	-5.56351e+13	-1.5224e+14	-3.00046e+08	-8.45849e+08	
7	6.85199e+39	-4.06109e+14	-1.6227e+14	-2.46483e+09	-9.78694e+08	
8	5.41492e+39	5.08684e+14	1.45318e+14	2.90713e+09	8.73059e+08	
9	5.9144e+39	-5.07605e+14	1.54855e+14	-2.97046e+09	9.60556e+08	
