id	mass	x	y	vel_x	vel_y
0	2.92014e+39	1.11274e+16	1.71198e+16	3.12331e+10	4.80446e+10	
1	8.14225e+39	3.46225e+17	5.41068e+16	9.71447e+11	1.51832e+11	
2	5.59518e+38	5.96035e+16	9.44193e+16	1.67224e+11	2.64921e+11	
3	2.5884e+38	1.62232e+16	5.72065e+16	4.55165e+10	1.60536e+11	
4	9.8475e+39	3.32279e+17	1.16556e+17	9.32337e+11	3.27046e+11	
5	5.72943e+39	-7.05255e+15	4.68636e+16	-1.97989e+10	1.31515e+11	
6	9.2636e+38	-4.98058e+16	1.335e+16	-1.39761e+11	3.74416e+10	
7	1.68564e+39	-2.667e+16	-7.55311e+16	-7.48172e+10	-2.11954e+11	
8	1.04978e+39	1.15083e+18	1.14994e+18	3.22906e+12	3.22654e+12	
9	1.22251e+39	6.15551e+17	4.17759e+17	1.72714e+12	1.17218e+12	
10	9.95624e+39	-2.37948e+16	-1.49377e+16	-6.67499e+10	-4.18995e+10	
11	9.03987e+39	-2.87405e+17	-5.86707e+16	-8.06412e+11	-1.64608e+11	
12	5.59146e+39	3.76357e+16	4.73141e+16	1.0559e+11	1.32773e+11	
13	3.06184e+39	-5.33859e+16	5.37027e+15	-1.49804e+11	1.50622e+10	
14	6.87086e+39	-9.96261e+16	1.00649e+17	-2.79529e+11	2.824e+11	
15	3.94803e+38	-9.30122e+16	2.57844e+17	-2.60987e+11	7.23494e+11	
16	7.15605e+39	-6.03774e+16	-7.83084e+16	-1.69435e+11	-2.19723e+11	
17	5.84798e+39	-3.51052e+16	4.17293e+16	-9.84765e+10	1.17071e+11	
18	8.35035e+39	-3.47445e+16	5.93478e+15	-9.75071e+10	1.66662e+10	
19	3.55026e+39	2.98762e+17	-4.65897e+17	8.38298e+11	-1.30725e+12	
20	8.35636e+39	6.44056e+15	-2.6371e+16	1.80681e+10	-7.39799e+10	
21	4.4571e+39	7.97869e+16	-1.18747e+16	2.23885e+11	-3.33172e+10	
22	8.27524e+39	-7.68442e+16	-4.98474e+16	-2.15587e+11	-1.39869e+11	
23	6.8316e+39	-5.0969e+16	4.38193e+16	-1.43007e+11	1.22946e+11	
24	3.51486e+39	-7.18617e+17	7.66478e+17	-2.01633e+12	2.1506e+12	
25	9.77466e+39	-3.70386e+16	-2.60041e+16	-1.0394e+11	-7.29912e+10	
26	7.51147e+39	5.17266e+16	-7.15978e+16	1.45163e+11	-2.00911e+11	
27	5.40654e+37	5.37717e+17	-6.26846e+17	1.50877e+12	-1.75884e+12	
28	7.75089e+39	-5.24079e+16	-2.36102e+16	-1.47071e+11	-6.62703e+10	
29	6.96109e+39	-1.05479e+16	-7.51488e+16	-2.95698e+10	-2.1084e+11	
30	9.85867e+39	1.63077e+15	5.02762e+15	4.57432e+09	1.41067e+10	
31	6.09935e+39	-2.27606e+16	1.47664e+17	-6.38643e+10	4.14318e+11	
32	3.64989e+39	3.87602e+16	1.37522e+16	1.08774e+11	3.86026e+10	
33	5.33695e+39	-9.01688e+16	2.49531e+16	-2.53026e+11	7.00398e+10	
34	8.01428e+39	9.45717e+15	-1.79472e+15	2.65093e+10	-5.01894e+09	
35	8.72528e+39	3.01329e+16	-1.778e+16	8.45629e+10	-4.99028e+10	
36	6.69169e+38	1.93915e+16	-3.63619e+16	5.44194e+10	-1.02018e+11	
37	1.92863e+39	2.11047e+18	2.57139e+18	5.92163e+12	7.2149e+12	
38	7.32927e+39	-2.32913e+16	-2.48475e+13	-6.53893e+10	-2.34671e+07	
39	3.35962e+39	7.55568e+16	-5.71651e+16	2.12023e+11	-1.60414e+11	
40	8.81546e+39	1.42586e+16	8.84431e+15	4.00239e+10	2.48238e+10	
41	3.77536e+39	3.63662e+16	-4.90991e+16	1.02033e+11	-1.37744e+11	
42	2.25769e+39	4.58099e+16	-4.08145e+16	1.28554e+11	-1.14535e+11	
43	6.87179e+39	-6.6376e+16	-3.62987e+16	-1.86236e+11	-1.0186e+11	
44	7.14577e+39	-1.677e+16	2.24954e+16	-4.70595e+10	6.31108e+10	
45	8.63398e+38	-1.71604e+17	8.72237e+15	-4.81516e+11	2.44603e+10	
46	2.98765e+38	3.45917e+16	2.69622e+16	9.70758e+10	7.56478e+10	
47	8.08413e+39	2.56987e+16	-7.65148e+15	7.21283e+10	-2.14539e+10	
48	1.8712e+38	2.70447e+16	-9.31312e+15	7.58821e+10	-2.61102e+10	
49	5.63299e+38	2.11082e+16	-6.62044e+17	5.9209e+10	-1.85757e+12	
50	9.9798e+39	1.36778e+16	-3.70345e+16	3.83861e+10	-1.03922e+11	
51	2.59279e+39	-1.18679e+18	-1.19295e+18	-3.32994e+12	-3.34721e+12	
52	3.05154e+39	-2.09719e+17	1.10605e+18	-5.88433e+11	3.1034e+12	
53	5.79102e+39	-3.76771e+16	-6.31962e+15	-1.0572e+11	-1.77461e+10	
54	5.78247e+39	1.08605e+16	1.76718e+16	3.04836e+10	4.95778e+10	
55	8.62531e+39	-3.16007e+18	1.23643e+18	-8.86663e+12	3.46922e+12	
56	7.04327e+39	-1.25048e+16	-1.0419e+17	-3.50922e+10	-2.92353e+11	
57	1.72909e+39	-6.59662e+14	3.17073e+16	-1.84078e+09	8.89838e+10	
58	8.83696e+39	6.21964e+16	-1.6992e+17	1.745e+11	-4.76783e+11	
59	6.44494e+39	2.59984e+16	5.5702e+15	7.29667e+10	1.56198e+10	
60	3.9229e+39	4.97177e+15	-1.08895e+17	1.39365e+10	-3.05565e+11	
61	2.74068e+39	-1.6864e+16	-8.39454e+16	-4.7335e+10	-2.35563e+11	
62	8.9015e+39	-4.08419e+16	7.45758e+15	-1.14625e+11	2.0947e+10	
63	5.65247e+38	3.14545e+16	-1.31787e+16	8.8253e+10	-3.69951e+10	
64	5.45827e+39	-7.82147e+16	-7.28417e+16	-2.19447e+11	-2.04407e+11	
65	1.43141e+39	3.31026e+16	4.30812e+15	9.28882e+10	1.20817e+10	
66	2.78455e+39	3.83511e+16	6.85858e+16	1.07622e+11	1.92441e+11	
67	2.65236e+39	-7.93617e+16	2.94083e+16	-2.22668e+11	8.25366e+10	
68	3.992e+39	-8.26778e+16	-1.00094e+16	-2.31989e+11	-2.80892e+10	
69	3.82247e+39	2.69844e+16	-1.22302e+16	7.57369e+10	-3.43122e+10	
70	9.93452e+39	-1.20896e+17	-4.20358e+16	-3.39241e+11	-1.17962e+11	
71	5.36149e+39	2.71769e+16	3.99585e+16	7.62664e+10	1.1212e+11	
72	2.90854e+39	-1.69712e+16	-1.27863e+17	-4.75963e+10	-3.58765e+11	
73	7.27593e+39	1.12978e+16	-9.01416e+15	3.17033e+10	-2.53105e+10	
74	4.88376e+39	-2.50489e+17	9.74201e+16	-7.02842e+11	2.73318e+11	
75	7.68617e+39	-1.95411e+16	-1.76656e+17	-5.48336e+10	-4.95693e+11	
76	9.82201e+39	-1.57561e+16	3.30967e+16	-4.42258e+10	9.28466e+10	
77	1.81268e+39	5.88471e+16	-1.19999e+17	1.65118e+11	-3.36701e+11	
78	1.46573e+39	4.02829e+16	9.16136e+16	1.1301e+11	2.57072e+11	
79	4.3031e+39	-6.95832e+16	1.80034e+16	-1.95258e+11	5.05322e+10	
80	3.47657e+39	-1.70249e+17	-2.03459e+15	-4.77703e+11	-5.72953e+09	
81	5.88695e+39	-4.09957e+16	8.43385e+16	-1.15033e+11	2.36662e+11	
82	2.94226e+39	2.55824e+16	1.70003e+16	7.17865e+10	4.77075e+10	
83	4.05192e+39	3.55935e+16	3.45271e+16	9.98889e+10	9.68851e+10	
84	2.40716e+39	-2.56747e+16	1.65283e+17	-7.20307e+10	4.63782e+11	
85	1.88228e+38	-5.03305e+16	-3.64473e+16	-1.41243e+11	-1.02271e+11	
86	2.63549e+39	1.00498e+16	-7.8371e+15	2.8194e+10	-2.19658e+10	
87	8.68134e+39	-2.85113e+16	3.72575e+16	-7.99895e+10	1.0454e+11	
88	7.30396e+39	2.61766e+16	-4.15923e+16	7.3471e+10	-1.16721e+11	
89	2.28978e+39	-1.79964e+17	-5.45439e+16	-5.04951e+11	-1.53069e+11	
90	5.85791e+39	-2.32347e+16	9.76092e+16	-6.52115e+10	2.73879e+11	
91	7.33721e+39	-4.45479e+16	-8.2591e+15	-1.25021e+11	-2.31775e+10	
92	6.89176e+39	-2.58054e+16	2.58432e+15	-7.24222e+10	7.23794e+09	
93	3.09594e+38	-2.91639e+16	-5.02306e+15	-8.1848e+10	-1.40919e+10	
94	6.18583e+39	1.21672e+18	2.37594e+17	3.41393e+12	6.66671e+11	
95	4.20815e+39	-1.94714e+17	-1.54223e+17	-5.4634e+11	-4.32705e+11	
96	9.55478e+39	4.30473e+16	-1.573e+16	1.20789e+11	-4.41619e+10	
97	2.44177e+39	1.97496e+16	-3.88432e+16	5.54162e+10	-1.09002e+11	
98	4.86364e+39	-1.3324e+16	-1.4913e+16	-3.74079e+10	-4.18604e+10	
99	4.01506e+39	1.62121e+16	4.65665e+15	4.54873e+10	1.30776e+10	
100	8.49035e+39	-4.81776e+16	-3.66362e+16	-1.35193e+11	-1.02813e+11	
101	1.22476e+39	6.61849e+15	-3.30785e+15	1.85735e+10	-9.28177e+09	
102	4.8088e+39	-6.90678e+16	2.40043e+16	-1.93816e+11	6.7372e+10	
103	8.5775e+39	-1.03623e+16	-1.62128e+16	-2.90874e+10	-4.54852e+10	
104	5.82051e+39	4.78195e+16	2.03464e+16	1.34196e+11	5.71115e+10	
105	4.67259e+39	2.54613e+18	5.03857e+17	7.144e+12	1.41374e+12	
106	8.67539e+39	-3.28794e+15	-3.12274e+16	-9.2306e+09	-8.7634e+10	
107	3.7206e+39	2.59693e+16	-1.4186e+16	7.28773e+10	-3.98022e+10	
108	1.46505e+39	2.23582e+16	-3.80944e+15	6.2729e+10	-1.07005e+10	
109	4.00231e+39	1.22787e+16	-2.67274e+17	3.44286e+10	-7.4992e+11	
110	7.4482e+38	1.70261e+16	5.01873e+16	4.77866e+10	1.40843e+11	
111	5.74974e+39	2.96132e+15	-2.67151e+16	8.30198e+09	-7.50057e+10	
112	5.1144e+39	2.0882e+16	1.13883e+16	5.86094e+10	3.19583e+10	
113	8.95741e+38	5.53615e+16	-2.85423e+17	1.55333e+11	-8.00848e+11	
114	3.25583e+39	2.88485e+17	-4.79581e+17	8.09448e+11	-1.34562e+12	
115	5.59938e+39	8.40218e+16	7.2294e+15	2.35734e+11	2.02972e+10	
116	1.50341e+39	8.48059e+15	-1.88081e+17	2.37947e+10	-5.27731e+11	
117	8.47424e+39	3.77486e+17	-2.28266e+17	1.05918e+12	-6.40491e+11	
118	6.65266e+39	1.04781e+17	-2.53806e+15	2.94024e+11	-7.10823e+09	
119	7.33342e+39	1.79495e+17	-4.1038e+16	5.03639e+11	-1.1515e+11	
120	6.60819e+39	-8.76569e+16	1.20542e+16	-2.45972e+11	3.38317e+10	
121	4.05635e+39	-1.96135e+16	1.16385e+17	-5.50203e+10	3.26565e+11	
122	7.487e+39	4.91801e+17	5.07197e+17	1.3799e+12	1.4231e+12	
123	2.21377e+39	-1.73305e+15	-5.52844e+14	-4.85623e+09	-1.53702e+09	
124	1.68943e+39	3.19098e+15	-5.49497e+16	8.95545e+09	-1.54167e+11	
125	1.66099e+39	7.86103e+16	3.25217e+15	2.20572e+11	9.15881e+09	
126	4.53647e+39	4.14212e+16	1.89065e+16	1.16237e+11	5.30492e+10	
127	6.43814e+39	-1.00603e+17	1.48067e+16	-2.82276e+11	4.15494e+10	
128	2.208e+39	3.82884e+15	-1.40444e+16	1.07228e+10	-3.93858e+10	
129	4.40999e+39	-3.54972e+15	6.69044e+16	-9.97575e+09	1.87721e+11	
130	1.58523e+39	-2.34905e+16	-2.95049e+16	-6.59211e+10	-8.27905e+10	
131	9.28884e+39	1.27932e+17	7.85686e+16	3.58971e+11	2.20454e+11	
132	5.67818e+39	6.42397e+16	9.66117e+16	1.80257e+11	2.71084e+11	
133	8.41923e+39	2.60405e+15	-1.51799e+16	7.28864e+09	-4.25879e+10	
134	1.68885e+38	-6.74531e+16	7.88635e+16	-1.89264e+11	2.21282e+11	
135	3.94996e+39	3.93789e+16	3.67935e+16	1.10506e+11	1.03256e+11	
136	1.27306e+39	-6.57094e+15	4.28273e+16	-1.8435e+10	1.20143e+11	
137	1.1776e+39	-5.90449e+16	2.67002e+17	-1.65682e+11	7.49187e+11	
138	4.13015e+39	5.54634e+16	-2.47483e+16	1.55635e+11	-6.94533e+10	
139	5.76935e+39	-5.51788e+17	-1.0472e+16	-1.54826e+12	-2.93731e+10	
140	1.88356e+39	-5.12976e+16	1.03839e+17	-1.43937e+11	2.9134e+11	
141	3.77837e+39	-4.49605e+16	-3.07029e+16	-1.2616e+11	-8.61526e+10	
142	4.83855e+39	7.76049e+16	2.83497e+16	2.17771e+11	7.95662e+10	
143	8.38855e+39	3.23117e+16	-8.06332e+16	9.06464e+10	-2.26249e+11	
144	3.28136e+39	7.30449e+16	-4.66237e+15	2.04959e+11	-1.30588e+10	
145	5.85343e+39	-1.74468e+16	1.23459e+17	-4.89458e+10	3.4639e+11	
146	6.57942e+38	-1.68131e+17	-1.27057e+17	-4.71733e+11	-3.56476e+11	
147	1.65454e+38	-5.44338e+16	-4.04823e+15	-1.52757e+11	-1.13789e+10	
148	7.60947e+39	-3.34886e+15	6.04669e+16	-9.40041e+09	1.6968e+11	
149	5.17846e+39	-5.6518e+15	-1.24901e+16	-1.58639e+10	-3.50239e+10	
150	3.01827e+39	-1.00428e+17	3.46619e+16	-2.81793e+11	9.72635e+10	
151	7.80218e+39	3.89876e+16	-5.22211e+16	1.09417e+11	-1.46547e+11	
152	4.90289e+39	1.94192e+17	-4.07338e+16	5.44884e+11	-1.14297e+11	
153	6.3824e+39	-7.7384e+16	7.28645e+16	-2.17147e+11	2.04468e+11	
154	3.41547e+39	-5.83558e+16	1.23527e+16	-1.63762e+11	3.46479e+10	
155	4.58291e+39	3.49805e+17	4.58408e+17	9.81495e+11	1.28623e+12	
156	7.36769e+39	2.42121e+17	2.6319e+17	6.79335e+11	7.38467e+11	
157	8.02251e+39	-4.87074e+16	-3.27169e+16	-1.36675e+11	-9.18004e+10	
158	4.89983e+39	3.80499e+16	4.0901e+16	1.06781e+11	1.14759e+11	
159	7.57519e+39	-2.53923e+16	-4.05359e+16	-7.12595e+10	-1.1375e+11	
160	5.15383e+39	2.41835e+15	6.83029e+16	6.80446e+09	1.91669e+11	
161	4.64084e+38	3.86993e+16	3.99358e+16	1.0858e+11	1.12053e+11	
162	1.11344e+39	-3.18274e+16	4.53606e+15	-8.93039e+10	1.27235e+10	
163	7.28445e+39	-6.23611e+17	6.33793e+17	-1.74978e+12	1.7783e+12	
164	9.36277e+39	-6.53376e+15	5.70908e+15	-1.83285e+10	1.60386e+10	
165	5.31425e+39	7.38136e+16	1.06838e+16	2.07138e+11	3.0002e+10	
166	7.27481e+39	7.68507e+16	1.69284e+16	2.15628e+11	4.7519e+10	
167	5.16366e+39	-3.81347e+16	-2.94635e+16	-1.07022e+11	-8.26905e+10	
168	7.57056e+39	8.46161e+14	5.25155e+16	2.36216e+09	1.47337e+11	
169	8.64728e+39	3.59506e+16	-1.31798e+17	1.00876e+11	-3.69831e+11	
170	7.08012e+39	2.22699e+16	-5.29851e+15	6.24897e+10	-1.48768e+10	
